dataset_index,EVENT,split,source_data_path,is_overfit_selected,is_overfit_train,is_overfit_dev,is_overfit_test,Latitude,Longitude,DEPTH,Magnitude,Origin_Time(JST),n_station_rows
0,20240101173900,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.327,136.798,0.0,4.2,2024/01/01 17:39:00,14
0,20240101174000,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.642,137.353,10.0,4.1,2024/01/01 17:40:00,10
0,20240101174200,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.277,136.972,0.0,3.2,2024/01/01 17:42:00,4
0,20240101174400,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.14,136.663,6.0,3.4,2024/01/01 17:44:00,8
0,20240101174500,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.32,136.798,13.0,3.3,2024/01/01 17:45:00,4
0,20240101174700,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.443,137.132,7.0,3.2,2024/01/01 17:47:00,3
0,20240101174800,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.897,137.7,18.0,4.8,2024/01/01 17:48:00,71
0,20240101174900,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.528,137.008,3.0,4.2,2024/01/01 17:49:00,18
0,20240101175000,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.452,137.195,13.0,4.1,2024/01/01 17:50:00,4
0,20240101175100,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.113,136.66,8.0,3.3,2024/01/01 17:51:00,4
0,20240101175300,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.295,136.827,11.0,3.7,2024/01/01 17:53:00,13
0,20240101175400,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.473,137.14,13.0,3.3,2024/01/01 17:54:00,17
0,20240101175500,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.377,136.893,0.0,3.6,2024/01/01 17:55:00,4
0,20240101175600,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.29,136.912,14.0,3.8,2024/01/01 17:56:00,7
0,20240101175800,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.23,136.73,8.0,3.7,2024/01/01 17:58:00,7
0,20240101175900,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.288,136.685,6.0,3.5,2024/01/01 17:59:00,4
0,20240101180000,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.345,136.937,9.0,3.8,2024/01/01 18:00:00,26
0,20240101180100,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.127,136.682,6.0,3.6,2024/01/01 18:01:00,9
0,20240101180200,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.432,137.11,7.0,3.3,2024/01/01 18:02:00,4
0,20240101180300,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.592,137.407,14.0,5.5,2024/01/01 18:03:00,250
0,20240101180600,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.538,137.453,13.0,4.7,2024/01/01 18:06:00,61
0,20240101180800,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.578,137.382,14.0,5.8,2024/01/01 18:08:00,300
0,20240101181000,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.49,137.208,10.0,3.9,2024/01/01 18:10:00,19
0,20240101181400,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.5,137.2,10.0,4.3,2024/01/01 18:14:00,53
0,20240101182100,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.2,136.8,0.0,3.8,2024/01/01 18:21:00,18
0,20240101182300,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.3,137.2,10.0,4.4,2024/01/01 18:23:00,53
0,20240101182500,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.5,137.3,10.0,3.9,2024/01/01 18:25:00,16
0,20240101183000,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.552,137.372,12.0,4.9,2024/01/01 18:30:00,149
0,20240101183300,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.5,137.2,10.0,3.6,2024/01/01 18:33:00,8
0,20240101184000,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.107,136.647,6.0,4.8,2024/01/01 18:40:00,101
0,20240101184400,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.302,136.835,8.0,3.8,2024/01/01 18:44:00,23
0,20240101184500,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.572,137.627,18.0,4.5,2024/01/01 18:45:00,104
0,20240101184600,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.738,137.613,11.0,3.3,2024/01/01 18:46:00,5
0,20240101184900,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.58,137.353,3.0,4.3,2024/01/01 18:49:00,13
0,20240101185000,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.363,136.965,5.0,3.0,2024/01/01 18:50:00,5
0,20240101185200,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.67,137.523,8.0,3.9,2024/01/01 18:52:00,18
0,20240101185300,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.458,137.26,13.0,3.9,2024/01/01 18:53:00,21
0,20240101185600,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.415,136.945,8.0,4.1,2024/01/01 18:56:00,14
0,20240101185900,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.24,136.805,9.0,3.6,2024/01/01 18:59:00,7
0,20240101190000,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.85,137.743,12.0,3.6,2024/01/01 19:00:00,14
0,20240101190200,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.342,136.97,12.0,3.6,2024/01/01 19:02:00,14
0,20240101190300,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.322,136.775,5.0,3.4,2024/01/01 19:03:00,5
0,20240101190400,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.175,136.872,12.0,3.4,2024/01/01 19:04:00,6
0,20240101190500,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.492,137.293,12.0,3.9,2024/01/01 19:05:00,13
0,20240101190600,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.885,137.71,19.0,4.3,2024/01/01 19:06:00,13
0,20240101190800,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.255,136.747,4.0,3.5,2024/01/01 19:08:00,10
0,20240101190900,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.253,136.775,4.0,3.4,2024/01/01 19:09:00,3
0,20240101191000,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.215,136.852,12.0,3.7,2024/01/01 19:10:00,22
0,20240101191400,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.183,136.715,10.0,3.4,2024/01/01 19:14:00,14
0,20240101192100,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.208,136.692,5.0,3.5,2024/01/01 19:21:00,8
0,20240101192500,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.457,137.198,13.0,4.3,2024/01/01 19:25:00,52
0,20240101192800,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.407,136.775,8.0,3.8,2024/01/01 19:28:00,38
0,20240101193800,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.302,136.877,9.0,3.7,2024/01/01 19:38:00,15
0,20240101194000,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.523,137.173,5.0,3.1,2024/01/01 19:40:00,6
0,20240101194500,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.167,136.7,6.0,3.4,2024/01/01 19:45:00,3
0,20240101194900,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.132,136.62,9.0,3.8,2024/01/01 19:49:00,3
0,20240101195000,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.512,137.273,12.0,4.6,2024/01/01 19:50:00,65
0,20240101195600,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.392,136.9,7.0,3.5,2024/01/01 19:56:00,3
0,20240101200100,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.17,136.84,12.0,3.7,2024/01/01 20:01:00,19
0,20240101200300,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.277,136.812,10.0,3.1,2024/01/01 20:03:00,8
0,20240101200500,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.19,136.818,10.0,3.5,2024/01/01 20:05:00,14
0,20240101200700,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.36,136.89,8.0,3.5,2024/01/01 20:07:00,9
0,20240101201500,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.202,136.692,4.0,3.3,2024/01/01 20:15:00,6
0,20240101201700,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.157,136.725,6.0,3.0,2024/01/01 20:17:00,7
0,20240101202100,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.675,137.507,20.0,4.1,2024/01/01 20:21:00,27
0,20240101202200,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.375,137.025,8.0,3.3,2024/01/01 20:22:00,6
0,20240101202700,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.362,136.858,0.0,4.0,2024/01/01 20:27:00,19
0,20240101203200,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.388,136.955,7.0,3.7,2024/01/01 20:32:00,12
0,20240101203400,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.352,136.933,10.0,4.5,2024/01/01 20:34:00,62
0,20240101203500,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.153,136.757,2.0,4.5,2024/01/01 20:35:00,45
0,20240101204200,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.467,137.138,13.0,3.7,2024/01/01 20:42:00,12
0,20240101204300,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.258,136.872,11.0,3.7,2024/01/01 20:43:00,13
0,20240101204900,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.183,136.825,11.0,3.5,2024/01/01 20:49:00,4
0,20240101205000,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.457,137.185,12.0,3.8,2024/01/01 20:50:00,9
0,20240101205400,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.243,136.7,8.0,3.6,2024/01/01 20:54:00,8
0,20240101205700,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.592,137.452,9.0,4.2,2024/01/01 20:57:00,15
0,20240101210000,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.112,136.662,4.0,3.1,2024/01/01 21:00:00,5
0,20240101210400,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.268,136.802,9.0,3.0,2024/01/01 21:04:00,4
0,20240101210700,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.61,137.482,15.0,3.1,2024/01/01 21:07:00,6
0,20240101211200,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.168,136.815,9.0,3.1,2024/01/01 21:12:00,8
0,20240101211300,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.397,137.065,10.0,4.1,2024/01/01 21:13:00,27
0,20240101211600,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.248,136.695,11.0,3.0,2024/01/01 21:16:00,3
0,20240101211700,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.33,136.782,10.0,4.2,2024/01/01 21:17:00,35
0,20240101212000,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.472,137.222,11.0,4.5,2024/01/01 21:20:00,59
0,20240101212200,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.535,137.29,4.0,3.5,2024/01/01 21:22:00,8
0,20240101212300,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.443,137.06,7.0,3.8,2024/01/01 21:23:00,10
0,20240101213100,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.298,136.803,16.0,3.4,2024/01/01 21:31:00,9
0,20240101213600,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.345,136.965,12.0,3.5,2024/01/01 21:36:00,15
0,20240101213800,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.455,137.282,13.0,3.1,2024/01/01 21:38:00,8
0,20240101214100,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.12,136.68,2.0,3.8,2024/01/01 21:41:00,15
0,20240101214200,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.13,136.68,6.0,3.0,2024/01/01 21:42:00,4
0,20240101214800,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.685,137.567,15.0,4.3,2024/01/01 21:48:00,31
0,20240101215300,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.123,136.637,14.0,3.3,2024/01/01 21:53:00,4
0,20240101215400,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.113,136.633,2.0,4.2,2024/01/01 21:54:00,16
0,20240101220200,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_data/japan_2024.hdf5,False,False,False,False,37.467,137.268,12.0,3.4,2024/01/01 22:02:00,8
