dataset_index,EVENT,split,source_data_path,is_overfit_selected,is_overfit_train,is_overfit_dev,is_overfit_test,Latitude,Longitude,DEPTH,Magnitude,Origin_Time(JST),n_station_rows
0,20240114122400,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,40.1,140.638,6.0,3.8,2024/01/14 12:24:00,48
0,20240117073800,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,33.82,139.398,20.0,4.0,2024/01/17 07:38:00,3
0,20240119220600,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,37.915,137.75,26.0,4.0,2024/01/19 22:06:00,34
0,20240125132900,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,43.155,145.79,46.0,4.8,2024/01/25 13:29:00,74
0,20240128085900,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,35.637,140.018,73.0,4.7,2024/01/28 08:59:00,350
0,20240128234800,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,34.288,135.715,60.0,3.6,2024/01/28 23:48:00,46
0,20240205173000,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,30.765,131.483,42.0,4.7,2024/02/05 17:30:00,21
0,20240206235700,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,35.24,137.538,47.0,3.4,2024/02/06 23:57:00,40
0,20240207162500,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,39.245,142.407,31.0,4.2,2024/02/07 16:25:00,103
0,20240207205900,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,34.0,135.235,7.0,4.1,2024/02/07 20:59:00,70
0,20240208132600,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,37.673,141.52,56.0,3.9,2024/02/08 13:26:00,44
0,20240214152900,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,35.053,135.555,12.0,4.4,2024/02/14 15:29:00,239
0,20240215022500,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,39.703,141.253,85.0,4.1,2024/02/15 02:25:00,112
0,20240221182700,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,33.207,132.663,37.0,3.9,2024/02/21 18:27:00,73
0,20240226152400,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,33.642,132.47,47.0,5.1,2024/02/26 15:24:00,378
0,20240229183500,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,35.395,140.553,27.0,4.9,2024/02/29 18:35:00,142
0,20240301010100,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,36.048,140.09,63.0,3.7,2024/03/01 01:01:00,81
0,20240301214400,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,41.187,141.698,80.0,4.1,2024/03/01 21:44:00,42
0,20240302030800,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,35.505,140.53,31.0,3.0,2024/03/02 03:08:00,14
0,20240302034000,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,35.325,140.358,25.0,4.4,2024/03/02 03:40:00,30
0,20240302230000,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,32.435,131.523,13.0,4.3,2024/03/02 23:00:00,104
0,20240303173200,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,41.2,142.062,56.0,4.8,2024/03/03 17:32:00,138
0,20240307141900,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,32.433,131.523,13.0,3.6,2024/03/07 14:19:00,45
0,20240307171400,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,32.77,131.82,52.0,4.0,2024/03/07 17:14:00,93
0,20240309025500,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,34.215,135.085,9.0,3.6,2024/03/09 02:55:00,18
0,20240309141800,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,41.93,142.345,71.0,4.6,2024/03/09 14:18:00,166
0,20240314183700,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,41.498,142.045,57.0,4.1,2024/03/14 18:37:00,34
0,20240315001400,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,37.072,141.163,50.0,5.8,2024/03/15 00:14:00,636
0,20240318035000,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,35.762,140.267,58.0,4.2,2024/03/18 03:50:00,133
0,20240324014900,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,35.492,140.087,70.0,3.2,2024/03/24 01:49:00,16
0,20240402042400,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,40.133,141.712,71.0,6.0,2024/04/02 04:24:00,552
0,20240403123400,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,35.378,140.31,29.0,3.7,2024/04/03 12:34:00,28
0,20240404121600,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,37.73,141.862,44.0,6.3,2024/04/04 12:16:00,717
0,20240406091200,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,40.868,143.398,17.0,5.5,2024/04/06 09:12:00,190
0,20240417032100,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,39.335,142.07,48.0,4.2,2024/04/17 03:21:00,58
0,20240417231400,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,33.2,132.408,39.0,6.6,2024/04/17 23:14:00,655
0,20240418010100,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,33.202,132.343,38.0,3.2,2024/04/18 01:01:00,6
0,20240419232700,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,34.932,129.695,15.0,4.1,2024/04/19 23:27:00,6
0,20240420025100,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,33.477,135.06,34.0,3.7,2024/04/20 02:51:00,19
0,20240424204000,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,36.448,140.615,55.0,5.1,2024/04/24 20:40:00,363
0,20240430011400,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,35.992,137.522,9.0,3.6,2024/04/30 01:14:00,48
0,20240507150800,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,43.567,146.552,50.0,4.0,2024/05/07 15:08:00,24
0,20240509043400,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,33.068,131.52,96.0,4.0,2024/05/09 04:34:00,123
0,20240510173000,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,42.422,143.397,52.0,3.9,2024/05/10 17:30:00,52
0,20240511094700,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,41.757,144.23,17.0,4.9,2024/05/11 09:47:00,43
0,20240526231300,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,35.362,133.248,11.0,3.0,2024/05/26 23:13:00,5
0,20240531015800,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,34.922,137.863,36.0,4.1,2024/05/31 01:58:00,106
0,20240531044600,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,32.583,130.647,13.0,4.7,2024/05/31 04:46:00,184
0,20240601040200,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,33.215,132.355,39.0,4.5,2024/06/01 04:02:00,234
0,20240611095800,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,38.987,140.013,18.0,4.0,2024/06/11 09:58:00,68
0,20240611193300,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,40.157,138.985,23.0,4.8,2024/06/11 19:33:00,93
0,20240617155700,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,31.498,131.832,21.0,4.6,2024/06/17 15:57:00,80
0,20240620143700,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,40.13,142.483,38.0,4.7,2024/06/20 14:37:00,145
0,20240623131100,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,32.142,130.063,10.0,3.3,2024/06/23 13:11:00,18
0,20240623225400,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,35.645,140.06,72.0,4.1,2024/06/23 22:54:00,134
0,20240625173100,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,33.55,141.245,44.0,5.5,2024/06/25 17:31:00,141
0,20240625174700,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,35.223,136.505,6.0,3.1,2024/06/25 17:47:00,10
0,20240628104600,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,37.59,141.882,43.0,4.8,2024/06/28 10:46:00,110
0,20240629000800,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,33.902,132.897,11.0,3.3,2024/06/29 00:08:00,21
0,20240630193800,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,32.255,132.15,25.0,4.1,2024/06/30 19:38:00,60
0,20240706192100,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,33.523,140.478,57.0,4.8,2024/07/06 19:21:00,7
0,20240707232800,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,36.643,139.427,6.0,3.4,2024/07/07 23:28:00,26
0,20240718200700,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,33.567,140.242,100.0,5.7,2024/07/18 20:07:00,342
0,20240721132700,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,42.705,145.522,28.0,5.4,2024/07/21 13:27:00,98
0,20240722100700,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,36.778,140.743,89.0,4.8,2024/07/22 10:07:00,303
0,20240725162600,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,38.365,141.663,60.0,4.5,2024/07/25 16:26:00,161
0,20240728191300,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,39.477,143.598,7.0,5.5,2024/07/28 19:13:00,131
0,20240729231200,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,34.275,133.32,20.0,3.9,2024/07/29 23:12:00,92
0,20240730012500,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,32.147,131.61,48.0,5.1,2024/07/30 01:25:00,217
0,20240808164300,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,31.737,131.722,31.0,7.1,2024/08/08 16:43:00,489
0,20240809042300,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,31.812,131.648,26.0,5.4,2024/08/09 04:23:00,195
0,20240809195700,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,35.41,139.16,13.0,5.3,2024/08/09 19:57:00,422
0,20240810040400,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,36.058,139.89,45.0,3.6,2024/08/10 04:04:00,63
0,20240815202000,train,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,True,False,False,35.402,139.155,12.0,4.3,2024/08/15 20:20:00,115
0,20240816220600,dev,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,False,True,False,36.36,134.802,25.0,4.3,2024/08/16 22:06:00,61
0,20240819004800,dev,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,False,True,False,36.723,140.625,7.0,4.8,2024/08/19 00:48:00,171
0,20240820172400,dev,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,False,True,False,43.962,147.427,95.0,4.8,2024/08/20 17:24:00,43
0,20240822060500,dev,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,False,True,False,42.73,144.963,80.0,3.7,2024/08/22 06:05:00,26
0,20240906150200,dev,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,False,True,False,31.975,130.877,0.0,3.0,2024/09/06 15:02:00,9
0,20240908075100,dev,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,False,True,False,39.858,143.157,18.0,4.7,2024/09/08 07:51:00,91
0,20240908212300,dev,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,False,True,False,36.995,140.643,19.0,3.7,2024/09/08 21:23:00,50
0,20240912010400,dev,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,False,True,False,42.897,145.507,39.0,4.3,2024/09/12 01:04:00,31
0,20240919054600,dev,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,False,True,False,43.225,146.102,76.0,4.6,2024/09/19 05:46:00,61
0,20240920120700,dev,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,False,True,False,36.548,140.368,94.0,3.7,2024/09/20 12:07:00,75
0,20240922095200,dev,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,False,True,False,37.078,140.752,8.0,3.0,2024/09/22 09:52:00,1
0,20240924220900,dev,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,False,True,False,44.928,141.843,14.0,3.7,2024/09/24 22:09:00,21
0,20240926160100,dev,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,False,True,False,42.777,145.112,59.0,5.7,2024/09/26 16:01:00,355
0,20241010054800,test,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,False,False,True,31.768,131.525,36.0,3.2,2024/10/10 05:48:00,2
0,20241010113300,test,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,False,False,True,42.187,143.372,41.0,4.4,2024/10/10 11:33:00,63
0,20241015151400,test,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,False,False,True,37.483,140.783,76.0,3.7,2024/10/15 15:14:00,67
0,20241018133800,test,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,False,False,True,40.132,142.412,40.0,5.4,2024/10/18 13:38:00,233
0,20241019234100,test,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,False,False,True,33.547,131.767,79.0,3.7,2024/10/19 23:41:00,75
0,20241020083700,test,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,False,False,True,42.887,146.585,18.0,4.5,2024/10/20 08:37:00,14
0,20241022024000,test,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,False,False,True,35.683,134.898,11.0,3.4,2024/10/22 02:40:00,17
0,20241025201700,test,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,False,False,True,37.068,142.042,24.0,4.6,2024/10/25 20:17:00,55
0,20241101231600,test,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,False,False,True,35.902,140.852,40.0,4.6,2024/11/01 23:16:00,117
0,20241102165300,test,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,False,False,True,31.377,129.625,11.0,4.2,2024/11/02 16:53:00,22
0,20241104192100,test,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,False,False,True,36.157,136.773,2.0,4.2,2024/11/04 19:21:00,4
0,20241106215900,test,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,False,False,True,40.047,141.98,48.0,3.8,2024/11/06 21:59:00,79
0,20241107112400,test,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,False,False,True,38.807,142.012,40.0,3.5,2024/11/07 11:24:00,21
0,20241110005200,test,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,False,False,True,31.152,131.347,31.0,4.0,2024/11/10 00:52:00,28
0,20241113184000,test,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,False,False,True,36.882,140.553,7.0,3.9,2024/11/13 18:40:00,56
0,20241114090200,test,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,False,False,True,39.865,141.73,70.0,4.1,2024/11/14 09:02:00,114
0,20241118201700,test,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,False,False,True,40.983,141.987,58.0,3.5,2024/11/18 20:17:00,20
0,20241120154000,test,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,False,False,True,41.035,141.06,10.0,5.1,2024/11/20 15:40:00,177
0,20241120205100,test,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,False,False,True,41.04,141.063,10.0,3.3,2024/11/20 20:51:00,3
0,20241122022800,test,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,False,False,True,31.813,131.592,35.0,4.4,2024/11/22 02:28:00,58
0,20241126133100,test,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,False,False,True,38.727,142.252,43.0,5.4,2024/11/26 13:31:00,306
0,20241126224700,test,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,False,False,True,37.008,136.397,7.0,6.6,2024/11/26 22:47:00,694
0,20241128003200,test,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,False,False,True,36.942,136.425,13.0,4.3,2024/11/28 00:32:00,27
0,20241203143300,test,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,False,False,True,36.825,141.283,35.0,4.1,2024/12/03 14:33:00,56
0,20241210053300,test,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,False,False,True,35.167,140.573,53.0,4.8,2024/12/10 05:33:00,97
0,20241228041000,test,/public/home/test_bigmodel/seismogram/zb/team_pytorch/japan_2024.hdf5,True,False,False,True,37.343,141.58,43.0,5.3,2024/12/28 04:10:00,318
